id;brand;model;first_reg;fuel;mileage_km;seller_type;swift;price;power_hp
390;mercedes-benz;b 200;11-2010;d;150000;d;Automatic;9490;140
391;mercedes-benz;a 160;06-2010;b;77000;p;Manual;9000;95
392;mercedes-benz;a 180;01-2010;d;200000;p;Manual;5000;109
393;mercedes-benz;a 160;10-2010;b;157771;d;Manual;5900;95
394;mercedes-benz;a 160;07-2010;b;170725;d;Manual;4500;95
395;mercedes-benz;a 150;01-2010;b;120000;p;Manual;5000;95
396;mercedes-benz;b 200;12-2010;d;210000;p;Automatic;6000;140
397;mercedes-benz;b 180;07-2010;d;285158;p;Manual;4500;109
398;mercedes-benz;a 180;06-2010;d;92000;d;Automatic;6900;109
399;mercedes-benz;a 180;01-2010;d;250000;d;Manual;3999;109
400;mercedes-benz;a 160;01-2010;d;164500;p;Manual;5200;82
401;mercedes-benz;a 200;02-2010;d;150000;p;Manual;6500;140
402;mercedes-benz;a 180;10-2010;d;193000;p;Manual;5000;109
403;mercedes-benz;a 180;11-2010;d;99000;p;Manual;8700;109
404;mercedes-benz;b 180;06-2010;d;164100;p;Manual;5500;109
405;mercedes-benz;b 200;10-2010;d;270000;p;Manual;5000;140
406;mercedes-benz;viano;08-2010;d;218000;p;Automatic;18000;204
407;mercedes-benz;a 160;01-2010;b;130000;p;Manual;6500;95
408;mercedes-benz;b 180;01-2010;d;184000;d;Manual;7800;109
409;mercedes-benz;b 180;10-2010;d;140000;p;Manual;7800;109
410;mercedes-benz;b 180;04-2010;d;213000;p;Manual;5300;109
411;mercedes-benz;b 160;10-2010;l;198000;d;Manual;6900;95
412;mercedes-benz;b 180;09-2010;d;163000;p;Automatic;6700;109
413;mercedes-benz;b 180;05-2010;b;112000;p;Manual;8500;116
414;mercedes-benz;a 160;11-2010;b;192000;p;Manual;6000;95
415;mercedes-benz;b 160;11-2010;b;198000;p;Manual;6000;95
416;mercedes-benz;a 180;04-2010;d;250000;p;Manual;7000;109
417;mercedes-benz;a 160;03-2010;b;150000;p;Manual;6900;95
418;mercedes-benz;a 160;03-2010;d;191098;d;Automatic;5500;82
419;mercedes-benz;viano;10-2010;d;320000;p;Automatic;14000;204
420;mercedes-benz;a 160;09-2010;b;130000;p;Manual;3500;95
421;mercedes-benz;b 180;10-2010;c;260000;p;Manual;5000;116
422;mercedes-benz;a 180;11-2010;d;135000;d;Manual;5800;109
423;mercedes-benz;b 180;03-2010;b;196099;d;Manual;6200;116
424;mercedes-benz;viano;09-2010;d;200000;d;Automatic;19000;204
425;mercedes-benz;a 180;01-2010;d;81559;d;Manual;7400;109
426;mercedes-benz;a 180;03-2011;d;125752;d;Automatic;8000;109
427;mercedes-benz;a 160;01-2011;b;100000;p;Manual;6000;95
428;mercedes-benz;sprinter;11-2010;d;348952;d;Manual;13000;129
429;mercedes-benz;sprinter;03-2010;d;210000;p;Manual;15000;95
430;mercedes-benz;vito;08-2010;d;289000;d;Automatic;14990;150
431;mercedes-benz;viano;04-2010;d;170000;p;Manual;20000;150
432;mercedes-benz;vito;03-2010;d;158000;p;Manual;16000;102
433;mercedes-benz;sprinter;06-2010;d;282000;p;Automatic;20000;109
434;mercedes-benz;vito;03-2010;d;255063;d;Automatic;14200;150
435;mercedes-benz;unknown;02-2010;d;132625;d;Manual;18300;129
436;mercedes-benz;sprinter;01-2010;d;343000;p;Manual;13000;129
437;mercedes-benz;vito;11-2010;d;250000;d;Manual;17490;136
438;mercedes-benz;vito;08-2010;d;136000;d;Manual;18500;150
439;mercedes-benz;unknown;07-2010;d;210196;d;Manual;28500;129
440;mercedes-benz;e 220;04-2011;d;145000;p;Manual;12500;170
441;mercedes-benz;c 250;06-2011;d;308000;p;Manual;10000;204
442;mercedes-benz;c 220;04-2011;d;214000;p;Manual;12500;170
443;mercedes-benz;c 250;10-2011;d;210000;d;Automatic;12800;204
444;mercedes-benz;c 220;10-2011;d;230000;p;Automatic;9500;170
445;mercedes-benz;slk 200;11-2011;b;190000;d;Automatic;15500;184
446;mercedes-benz;cls 63 amg;11-2011;b;149000;p;Manual;45000;525
447;mercedes-benz;slk 250;06-2011;b;82478;d;Automatic;26000;204
448;mercedes-benz;e 350;06-2011;d;163000;p;Manual;25800;231
449;mercedes-benz;slk 200;07-2011;b;12500;p;Manual;25000;184
450;mercedes-benz;slk 250;09-2011;b;114000;p;Manual;25000;204
451;mercedes-benz;slk 200;07-2011;b;86000;p;Manual;20000;184
452;mercedes-benz;slk 200;04-2011;b;127000;d;Manual;18500;184
453;mercedes-benz;slk 250;11-2011;b;150000;d;Manual;19900;204
454;mercedes-benz;e 350;01-2011;d;92358;p;Automatic;20000;231
455;mercedes-benz;slk 200;04-2011;b;38000;p;Manual;24900;184
456;mercedes-benz;slk 200;07-2011;b;258000;p;Manual;15800;184
457;mercedes-benz;slk 250;09-2011;b;73300;d;Automatic;26900;204
458;mercedes-benz;e 220;05-2011;d;71500;p;Automatic;19990;170
459;mercedes-benz;slk 200;03-2011;b;74000;p;Automatic;19800;184
460;mercedes-benz;slk;09-2011;b;142000;d;Manual;17500;184
461;mercedes-benz;slk 200;05-2011;b;20104;d;Automatic;28900;184
462;mercedes-benz;slk 200;06-2011;b;134000;d;Automatic;22490;184
463;mercedes-benz;e 250;03-2011;d;200000;p;Automatic;17000;204
464;mercedes-benz;slk 200;09-2011;b;95000;p;Automatic;20000;184
465;mercedes-benz;slk 250;03-2011;b;120000;p;Automatic;22500;204
466;mercedes-benz;slk 200;11-2011;b;86000;p;Manual;20500;184
467;mercedes-benz;slk 250;09-2011;b;99000;p;Automatic;21500;204
468;mercedes-benz;slk 200;11-2011;b;140000;p;Manual;21000;184
469;mercedes-benz;slk 250;03-2011;b;79444;d;Automatic;24500;204
470;mercedes-benz;sl 300;09-2011;b;240000;p;Automatic;27000;231
471;mercedes-benz;slk 200;07-2011;b;164000;p;Manual;24000;184
472;mercedes-benz;slk 200;12-2011;b;184000;p;Manual;18900;184
473;mercedes-benz;e 220;01-2011;d;127000;p;Manual;18000;170
474;mercedes-benz;e 220;09-2011;d;116800;d;Automatic;19500;170
475;mercedes-benz;e 220;01-2011;d;146000;p;Manual;16500;170
476;mercedes-benz;e 220;02-2011;d;159000;p;Manual;18000;170
477;mercedes-benz;g 350;07-2011;d;75000;d;Automatic;175000;211
478;mercedes-benz;e 220;12-2011;d;143000;p;Automatic;17900;170
479;mercedes-benz;e 250;07-2011;d;129000;p;Manual;17500;204
480;mercedes-benz;e 220;05-2011;d;115000;p;Automatic;20000;170
481;mercedes-benz;e 220;06-2011;d;115000;p;Manual;20000;170
482;mercedes-benz;e 220;10-2011;d;121000;d;Automatic;17300;170
483;mercedes-benz;sls;06-2011;b;99000;d;Automatic;142900;571
484;mercedes-benz;e 250;03-2011;d;130000;d;Automatic;19900;204
485;mercedes-benz;e 200;05-2011;b;26200;p;Manual;23000;184
486;mercedes-benz;slk 200;04-2011;b;9624;d;Automatic;27990;184
487;mercedes-benz;e 350;05-2011;d;145000;p;Manual;18000;265
488;mercedes-benz;slk 200;06-2011;b;145700;d;Automatic;21900;184
489;mercedes-benz;e 220;05-2011;d;117000;d;Manual;19900;170
490;mercedes-benz;sls;01-2011;b;47456;d;Manual;195000;571
491;mercedes-benz;slk 200;09-2011;b;18644;p;Manual;32000;184
492;mercedes-benz;slk 200;05-2011;b;125000;d;Automatic;20900;184
493;mercedes-benz;clk 200;06-2011;b;135000;p;Manual;18000;184
494;mercedes-benz;e 220;12-2011;d;116000;p;Automatic;18000;170
495;mercedes-benz;e 350;06-2011;d;199000;d;Automatic;15900;265
496;mercedes-benz;e 250;05-2011;d;95000;p;Manual;20500;204
497;mercedes-benz;slk 200;02-2011;b;160000;d;Manual;16500;184
498;mercedes-benz;e 350;10-2011;d;119500;d;Automatic;24500;231
499;mercedes-benz;slk 200;12-2011;b;141000;d;Automatic;19400;184
500;mercedes-benz;slk 200;09-2011;b;87000;p;Manual;19000;184
501;mercedes-benz;slk 350;07-2011;b;41000;p;Automatic;34900;306
502;mercedes-benz;slk 200;07-2011;b;65000;p;Manual;23000;184
503;mercedes-benz;sl 350;01-2011;b;15583;d;Automatic;55000;272
504;mercedes-benz;slk 200;08-2011;b;49000;d;Automatic;23990;184
505;mercedes-benz;slk 250;06-2011;b;132000;d;Automatic;18500;204
506;mercedes-benz;e 220;04-2011;d;282139;p;Manual;15000;170
507;mercedes-benz;e 220;12-2011;d;230000;p;Automatic;12500;170
508;mercedes-benz;e 250;03-2011;d;81700;d;Automatic;16499;204
509;mercedes-benz;e 250;07-2011;d;160000;d;Automatic;13999; 20
510;mercedes-benz;e 250;02-2011;d;238000;d;Automatic;9900;204
511;mercedes-benz;e 220;12-2011;d;120000;p;Automatic;19250;170
512;mercedes-benz;e 250;01-2011;d;199772;d;Automatic;13900;204
513;mercedes-benz;c 220;06-2011;d;151000;p;Automatic;14500;170
514;mercedes-benz;e 250;05-2011;d;260;p;Automatic;10900;204
515;mercedes-benz;c 220;10-2011;d;118000;p;Manual;16000;170
516;mercedes-benz;e 200;12-2011;b;138000;d;Manual;12290;184
517;mercedes-benz;c 220;06-2011;d;164236;d;Automatic;12700;170
518;mercedes-benz;e 220;11-2011;d;156000;p;Automatic;13900;170
519;mercedes-benz;e 250;12-2011;d;106000;d;Automatic;18300;204
520;mercedes-benz;c 220;06-2011;d;160000;p;Manual;15500;170
521;mercedes-benz;c 220;06-2011;d;160000;p;Manual;15500;170
522;mercedes-benz;e 220;07-2011;d;305000;p;Automatic;8400;170
523;mercedes-benz;e 200;07-2011;b;75000;d;Automatic;12950;184
524;mercedes-benz;e 250;12-2011;d;120008;p;Manual;16900;204
525;mercedes-benz;e 250;05-2011;d;76200;d;Automatic;13500;204
526;mercedes-benz;c 220;09-2011;d;275000;p;Manual;9500;170
527;mercedes-benz;e 250;04-2011;d;300000;p;Automatic;7500;204
528;mercedes-benz;e 220;04-2011;d;200000;p;Manual;12000;170
529;mercedes-benz;cl 500;01-2011;b;97466;d;Automatic;35000;387
530;mercedes-benz;e 250;07-2011;d;73000;p;Manual;20000;204
531;mercedes-benz;e 220;05-2011;d;240000;p;Automatic;12900;170
532;mercedes-benz;e 350;07-2011;d;249000;p;Manual;9000;231
533;mercedes-benz;c 220;12-2011;d;230000;p;Automatic;10000;170
534;mercedes-benz;e 250;01-2011;d;86500;d;Automatic;16900;204
535;mercedes-benz;220;05-2011;d;165000;p;Automatic;15500;170
536;mercedes-benz;cls 350;11-2011;d;120000;p;Automatic;19000;265
537;mercedes-benz;e 250;05-2011;d;173000;p;Automatic;15500;204
538;mercedes-benz;e 250;04-2011;d;248000;d;Automatic;10900;204
539;mercedes-benz;c 220;09-2011;d;199000;p;Manual;9999;170
540;mercedes-benz;c 220;07-2011;d;184000;p;Manual;11000;170
541;mercedes-benz;e 220;11-2011;d;230000;p;Automatic;11500;170
542;mercedes-benz;e 250;12-2011;d;179469;d;Manual;14900;204
543;mercedes-benz;e 250;12-2011;d;169000;p;Automatic;14500;204
544;mercedes-benz;e 220;11-2011;d;280000;p;Automatic;10000;170
545;mercedes-benz;cl 500;11-2011;b;147000;d;Automatic;22800;387
546;mercedes-benz;e 220;06-2011;d;210000;p;Manual;11500;129
547;mercedes-benz;glk 250;09-2011;d;95000;d;Manual;17500;204
548;mercedes-benz;glk 200;01-2011;d;200000;d;Automatic;12900;143
549;mercedes-benz;glk 220;05-2011;d;195136;d;Automatic;13000; 17
550;mercedes-benz;ml 350;05-2011;d;278258;p;Automatic;16500;231
551;mercedes-benz;glk 200;07-2011;d;166900;d;Manual;15500;143
552;mercedes-benz;ml 350;05-2011;d;230000;p;Automatic;13500;231
553;mercedes-benz;glk 250;06-2011;d;216000;p;Manual;15500;204
554;mercedes-benz;ml 350;04-2011;d;160000;p;Manual;18000;231
555;mercedes-benz;ml 350;05-2011;d;197250;d;Automatic;12900;231
556;mercedes-benz;glk 220;07-2011;d;137959;d;Automatic;18800;170
557;mercedes-benz;glk 220;08-2011;d;240000;d;Automatic;11000;170
558;mercedes-benz;glk 350;05-2011;d;125645;p;Manual;24500;231
559;mercedes-benz;glk 200;05-2011;d;192000;d;Automatic;13300;143
560;mercedes-benz;ml 350;08-2011;d;195000;d;Automatic;14650;231
561;mercedes-benz;glk 220;11-2011;d;320000;p;Manual;8300;170
562;mercedes-benz;glk 250;05-2011;d;140000;d;Manual;15800;204
563;mercedes-benz;glk 220;11-2011;d;370000;p;Automatic;11600;170
564;mercedes-benz;glk 220;07-2011;d;182000;p;Automatic;11900;170
565;mercedes-benz;glk 220;03-2011;d;164000;p;Manual;12000;170
566;mercedes-benz;glk 250;04-2011;d;110000;p;Manual;13000;204
567;mercedes-benz;glk 250;01-2011;d;165000;p;Automatic;18600;204
568;mercedes-benz;glk 220;06-2011;d;215000;p;Automatic;11200;170
569;mercedes-benz;ml 350;09-2011;d;300000;d;Automatic;9750;231
570;mercedes-benz;g 55 amg;01-2011;b;96000;p;Manual;72000;507
571;mercedes-benz;glk 220;06-2011;d;187190;d;Automatic;13500;170
572;mercedes-benz;ml 350;08-2011;d;272800;p;Manual;17500;231
573;mercedes-benz;glk 250;06-2011;d;209000;d;Automatic;10600;204
574;mercedes-benz;ml 300;09-2011;d;250000;p;Manual;15000;190
575;mercedes-benz;ml 350;10-2011;d;180000;p;Automatic;12000;231
576;mercedes-benz;glk 220;05-2011;d;189000;p;Manual;12100;170
577;mercedes-benz;glk 250;10-2011;d;200134;p;Manual;13500;204
578;mercedes-benz;ml 350;01-2011;d;309000;p;Automatic;11000;231
579;mercedes-benz;ml 350;01-2011;d;268570;d;Automatic;12200;231
580;mercedes-benz;ml 300;06-2011;d;240000;p;Manual;10500;204
581;mercedes-benz;glk 220;04-2011;d;120000;p;Automatic;18500;170
582;mercedes-benz;g 350;05-2011;d;150944;d;Manual;53500; 21
583;mercedes-benz;ml 350;01-2011;d;190000;p;Manual;15500;231
584;mercedes-benz;ml 350;01-2011;d;188753;p;Manual;15500;231
585;mercedes-benz;glk 200;06-2011;d;234000;p;Manual;12000;143
586;mercedes-benz;ml 350;03-2011;d;55596;p;Automatic;18750;231
587;mercedes-benz;glk 220;03-2011;d;270000;p;Manual;13000;170
588;mercedes-benz;glk 220;05-2011;d;102660;p;Automatic;16200;170
589;mercedes-benz;ml 350;04-2011;d;147000;d;Manual;15000;231
590;mercedes-benz;ml 250;12-2011;d;286500;p;Automatic;14900;204
591;mercedes-benz;ml 350;02-2011;d;189000;d;Automatic;15000;211
592;mercedes-benz;ml 350;12-2011;d;200000;p;Manual;19990;258
593;mercedes-benz;glk 220;07-2011;d;171000;p;Automatic;14300;170
594;mercedes-benz;ml 350;12-2011;d;130000;d;Automatic;23800;258
595;mercedes-benz;glk 220;07-2011;d;141967;d;Automatic;16000;170
596;mercedes-benz;glk 220;12-2011;d;119000;d;Manual;15800;170
597;mercedes-benz;ml 250;12-2011;d;260046;d;Automatic;15990;204
598;mercedes-benz;g 350;05-2011;d;144000;d;Manual;59900;211
599;mercedes-benz;glk 220;12-2011;d;168000;p;Manual;15000;170
600;mercedes-benz;ml 350;02-2011;d;172527;d;Automatic;20500;231
601;mercedes-benz;glk 220;11-2011;d;250000;p;Manual;12500;170
602;mercedes-benz;ml 350;06-2011;d;176290;d;Automatic;18490;231
603;mercedes-benz;ml 350;03-2011;d;56000;p;Automatic;18500;231
604;mercedes-benz;glk 220;04-2011;d;250500;p;Manual;10000;170
605;mercedes-benz;glk 220;03-2011;d;110000;p;Manual;17500;170
606;mercedes-benz;glk 220;01-2011;d;115030;d;Automatic;17900;170
607;mercedes-benz;ml 350;05-2011;d;121000;p;Automatic;22000;231
608;mercedes-benz;glk 250;01-2011;d;255000;d;Automatic;12000;204
609;mercedes-benz;gl 350;02-2011;d;220000;p;Manual;22500;265
610;mercedes-benz;glk 200;07-2011;d;215000;p;Manual;11500;143
611;mercedes-benz;glk 220;04-2011;d;190500;p;Manual;12500;170
612;mercedes-benz;glk 200;01-2011;d;250000;p;Manual;12000;143
613;mercedes-benz;gl 350;03-2011;d;227800;d;Manual;19900;265
614;mercedes-benz;glk 220;10-2011;d;210000;d;Manual;9500;170
615;mercedes-benz;glk 250;04-2011;d;150000;p;Automatic;18900;204
616;mercedes-benz;glk 220;08-2011;d;167000;p;Automatic;14500;170
617;mercedes-benz;glk 250;07-2011;d;174000;d;Automatic;14800;204
618;mercedes-benz;gl 350;03-2011;d;227000;d;Automatic;19900;265
619;mercedes-benz;c 200;11-2011;d;219500;p;Manual;10500;136
620;mercedes-benz;c 220;11-2011;d;208000;p;Manual;11000;170
621;mercedes-benz;e 250;06-2011;d;398000;p;Automatic;9400;204
622;mercedes-benz;c 200;10-2011;d;198000;p;Automatic;9500;136
623;mercedes-benz;r 350;03-2011;d;270000;p;Automatic;14000;265
624;mercedes-benz;c 250;01-2011;d;200000;p;Automatic;8500;204
625;mercedes-benz;b 180;11-2011;d;171000;p;Manual;7200;109
626;mercedes-benz;e 350;07-2011;d;299000;d;Automatic;9500;265
627;mercedes-benz;c 250;03-2011;d;198600;d;Automatic;12000;204
628;mercedes-benz;r 300;10-2011;d;188000;p;Automatic;14900;190
629;mercedes-benz;c 200;05-2011;b;135000;p;Manual;16000;184
630;mercedes-benz;e 350;10-2011;d;315000;p;Manual;10000;231
631;mercedes-benz;e 350;07-2011;d;240000;p;Automatic;9990;265
632;mercedes-benz;c 200;10-2011;d;187000;d;Manual;8990;136
633;mercedes-benz;e 220;04-2011;d;216000;p;Automatic;10900;170
634;mercedes-benz;b 180;04-2011;d;280000;p;Manual;5800;109
635;mercedes-benz;e 350;11-2011;d;290000;p;Manual;8500;265
636;mercedes-benz;c 200;12-2011;d;229999;p;Manual;9000;136
637;mercedes-benz;c 220;03-2011;d;169000;d;Automatic;9900;170
638;mercedes-benz;c 200;06-2011;d;240000;p;Automatic;9900;136
639;mercedes-benz;c 200;07-2011;d;275000;p;Manual;7200;136
640;mercedes-benz;c 250;10-2011;d;219000;p;Automatic;11100;204
641;mercedes-benz;c 250;10-2011;d;151000;d;Automatic;10500;204
642;mercedes-benz;c 220;12-2011;d;147000;p;Automatic;11500;170
643;mercedes-benz;e 250;04-2011;d;91800;p;Automatic;15000;204
644;mercedes-benz;c 220;08-2011;d;132000;p;Automatic;9500;177
645;mercedes-benz;c 220;11-2011;d;113000;p;Manual;14500;170
646;mercedes-benz;e 220;09-2011;d;249000;p;Automatic;10900;170
647;mercedes-benz;c 200;07-2011;d;175000;p;Automatic;7000;136
648;mercedes-benz;c 220;01-2011;d;185000;p;Automatic;7000;170
649;mercedes-benz;e 220;08-2011;d;244000;d;Automatic;10700;170
650;mercedes-benz;e 250;03-2011;d;290000;p;Manual;6500;204
651;mercedes-benz;c 200;02-2011;d;269000;d;Automatic;5900;136
652;mercedes-benz;e 250;11-2011;d;250000;d;Automatic;10500;204
653;mercedes-benz;c 220;10-2011;d;120000;p;Automatic;12000;170
654;mercedes-benz;e 350;04-2011;d;270000;d;Automatic;9200;265
655;mercedes-benz;c 220;09-2011;d;171000;p;Manual;10000;170
656;mercedes-benz;c 200;10-2011;d;180600;p;Manual;12000;136
657;mercedes-benz;c 220;09-2011;d;171500;p;Automatic;10000;170
658;mercedes-benz;c 220;02-2011;d;283000;p;Automatic;6489;170
659;mercedes-benz;e 350;02-2011;d;73760;p;Automatic;25900;265
660;mercedes-benz;c 200;10-2011;d;255000;p;Manual;7500;136
661;mercedes-benz;e 350;07-2011;d;245000;p;Automatic;11900;231
662;mercedes-benz;c 220;06-2011;d;330000;p;Automatic;8500;170
663;mercedes-benz;e 250;12-2011;d;240000;p;Manual;11000;204
664;mercedes-benz;c 300;06-2011;d;196000;p;Automatic;21500;231
665;mercedes-benz;g 350;06-2011;d;90000;d;Automatic;64999;211
666;mercedes-benz;r 350;10-2011;d;200000;p;Automatic;9500;265
667;mercedes-benz;c 250;10-2011;d;199999;p;Automatic;12900;204
668;mercedes-benz;e 220;09-2011;d;230000;d;Automatic;12500;170
669;mercedes-benz;c 220;12-2011;d;155000;p;Automatic;15000;170
670;mercedes-benz;e 350;03-2011;b;160000;d;Automatic;15800;272
671;mercedes-benz;c 350;02-2011;d;205000;p;Automatic;11999;231
672;mercedes-benz;c 220;04-2011;d;241000;p;Automatic;7200;170
673;mercedes-benz;c 200;02-2011;d;276000;p;Manual;6500;136
674;mercedes-benz;g 55 amg;04-2011;b;104000;p;Manual;130000;507
675;mercedes-benz;c 250;12-2011;d;209000;d;Manual;10800;204
676;mercedes-benz;e 250;06-2011;d;288000;d;Automatic;11900;204
677;mercedes-benz;g 55 amg;11-2011;b;104000;p;Automatic;130000;507
678;mercedes-benz;c 250;12-2011;d;189000;p;Manual;10000;204
679;mercedes-benz;c 220;03-2011;d;206000;p;Automatic;6000;170
680;mercedes-benz;c 200;06-2011;d;180000;p;Manual;11000;136
681;mercedes-benz;c 220;03-2011;d;220000;d;Automatic;10300;170
682;mercedes-benz;c 220;10-2011;d;221000;d;Manual;6000;170
683;mercedes-benz;c 220;10-2011;d;221000;d;Manual;6000;170
684;mercedes-benz;c 220;08-2011;d;154000;d;Automatic;11900;170
685;mercedes-benz;e 350;06-2011;d;320000;p;Manual;10000;209
686;mercedes-benz;gl 350;09-2011;d;159000;d;Automatic;20900;265
687;mercedes-benz;c 200;05-2011;d;153000;d;Manual;10900;136
688;mercedes-benz;e 250;12-2011;d;80000;p;Manual;21000;204
689;mercedes-benz;a 160;06-2011;b;174787;d;Manual;5500;95
690;mercedes-benz;c 220;06-2011;d;182000;p;Automatic;11000;170
691;mercedes-benz;e 350;04-2011;d;379000;d;Automatic;12600;265
692;mercedes-benz;c 200;05-2011;d;228000;p;Manual;13200;136
693;mercedes-benz;a 160;02-2011;d;205000;p;Manual;4500;82
694;mercedes-benz;c 200;12-2011;d;260000;p;Manual;8500;136
695;mercedes-benz;c 220;12-2011;d;99700;d;Manual;13500;170
696;mercedes-benz;a 160;12-2011;d;106000;d;Manual;5900;82
697;mercedes-benz;s 350;07-2011;d;190000;d;Automatic;19999;258
698;mercedes-benz;a 160;03-2011;d;179900;d;Manual;5290;82
699;mercedes-benz;a 160;10-2011;b;142000;d;Manual;7500;95
700;mercedes-benz;s 350;05-2011;d;220000;p;Automatic;18000;258
701;mercedes-benz;180;03-2011;d;139561;d;Manual;6900;109
702;mercedes-benz;e 250;06-2011;d;240000;p;Automatic;10500;204
703;mercedes-benz;cls 350;05-2011;d;160000;d;Automatic;19800;265
704;mercedes-benz;e 350;10-2011;d;131110;p;Manual;17300;231
705;mercedes-benz;c 220;12-2011;d;175000;p;Automatic;14000;170
706;mercedes-benz;e 250;10-2011;d;232102;d;Automatic;14900;204
707;mercedes-benz;c 200;07-2011;d;135800;d;Manual;11500;136
708;mercedes-benz;a 180;10-2011;d;146000;d;Manual;8400;109
709;mercedes-benz;c 250;11-2011;d;116500;p;Manual;17900;204
710;mercedes-benz;cls 350;12-2011;d;155000;p;Manual;23500;265
711;mercedes-benz;e 220;03-2011;d;267000;p;Automatic;12500;170
712;mercedes-benz;cls 350;12-2011;d;215000;p;Manual;25000;265
713;mercedes-benz;c 200;11-2011;d;240000;d;Automatic;10900;136
714;mercedes-benz;c 220;04-2011;d;120000;p;Automatic;13500;170
715;mercedes-benz;c 350;01-2011;d;118000;p;Automatic;15500;231
716;mercedes-benz;e 250;05-2011;d;110479;d;Automatic;14900;204
717;mercedes-benz;c 200;06-2011;d;115000;d;Automatic;11900;136
718;mercedes-benz;a 160;01-2011;b;189000;d;Manual;2990;95
719;mercedes-benz;c 200;07-2011;d;189000;p;Manual;12500;136
720;mercedes-benz;cls 350;07-2011;d;215000;d;Automatic;16500;265
721;mercedes-benz;c 220;06-2011;d;160000;p;Manual;15500;170
722;mercedes-benz;c 250;11-2011;d;280000;p;Automatic;14000;204
723;mercedes-benz;s 250;11-2011;d;233000;p;Manual;16000;204
724;mercedes-benz;c 220;01-2011;d;220000;p;Manual;10500;170
